id,label
46724008,Polyglandular activity in multiple endocrine adenomatosis (disorder)
46737006,Normocytic normochromic anemia (disorder)
46739009,Incision of peripheral nerve (procedure)
46742003,Skin ulcer (disorder)
46762006,Sexual desire disorder (disorder)
46795000,Actinic cheilitis (disorder)
46799006,Dysenteric diarrhea (disorder)
46802002,Smokers' cough (disorder)
46812009,Resection of femoral head and neck of femur (procedure)
46822003,Arthrography of wrist (procedure)
46825001,Electrocardiographic monitoring (procedure)
46866001,Fracture of lower limb (disorder)
46876003,Cellulitis of trunk (disorder)
46894009,"Gestational diabetes mellitus, class A>2< (disorder)"
46963008,Compression of brain (disorder)
46973005,Blood pressure taking (procedure)
46975003,Organic mental disorder caused by cocaine (disorder)
46981006,Factor XII deficiency disease (disorder)
46996005,Dilatation of cecum (disorder)
47005005,Structure of upper respiratory tract cavity (body structure)
47020004,Ventriculoperitoneal shunt (procedure)
47028006,Congenital hiatus hernia (disorder)
47032000,Congenital hydrocephalus (disorder)
47040006,Disorder of aorta (disorder)
47047009,Thalassemia with other hemoglobinopathy (disorder)
47101004,Cardiotachometry (regime/therapy)
4711003,Congenital anomaly of bile ducts (disorder)
47125007,Disorder of trachea (disorder)
47147007,Congenital anomaly of lung (disorder)
47200007,High risk pregnancy (finding)
4724003,Acute radial nerve palsy (disorder)
47249000,Anisochromia (morphologic abnormality)
47252008,Alteration in patterns of urinary elimination (finding)
47270006,Hypercortisolism (disorder)
47295007,Psychomotor agitation (finding)
47312008,Hydrops of gallbladder (disorder)
47318007,Drug-induced neutropenia (disorder)
47362003,Medication-induced movement disorder (disorder)
47367009,Exocrine pancreatic insufficiency (disorder)
47368004,Nucleoside (substance)
4737000,Mycobacteria culture (procedure)
47372000,Adjustment disorder with anxious mood (disorder)
47375003,Localized Salmonella infection (disorder)
47382004,Dermatophytosis (disorder)
4740000,Herpes zoster (disorder)
47445009,Hyperparathyroidism due to vitamin D deficiency (disorder)
47458005,Repair of hip joint (procedure)
47493003,Abdominal visceral abscess (disorder)
47505003,Posttraumatic stress disorder (disorder)
47534009,Decompression of median nerve (procedure)
47545007,Continuous positive airway pressure ventilation treatment (regime/therapy)
47591004,Interleukin-8 assay (procedure)
47609003,Foreign body in esophagus (disorder)
47622006,Genus Echinococcus (organism)
47650006,Graft versus host reaction (finding)
47693006,Rupture of appendix (disorder)
47708004,Genetic predisposition (finding)
47717004,Abnormal deglutition (finding)
4776004,Lichen planus (disorder)
47771009,Injury of gastrointestinal tract (disorder)
47818003,Removal of prosthesis of joint structures of elbow (procedure)
47821001,Postpartum hemorrhage (disorder)
47841006,Chronic nasopharyngitis (disorder)
47889002,Cold agglutinin measurement (procedure)
47903000,Vitamin B deficiency (disorder)
47919007,Rickettsial serologic study (procedure)
47933007,Foot pain (finding)
47943005,Administration of anti-infective agent (procedure)
48003000,Human leukocyte antigen C serotyping (procedure)
48055004,Pustular rash (morphologic abnormality)
48075008,Structure of integumentary system (body structure)
48114000,Operation on esophagus (procedure)
48121000,Congenital cardiomegaly (disorder)
48123002,Contusion of wrist (disorder)
48124008,Fibrosis of bile duct (disorder)
48125009,Injury of trunk (disorder)
48130008,Hypogonadism (disorder)
48145001,Obstruction of Eustachian tube (disorder)
48146000,Diastolic hypertension (disorder)
48165008,Myoglobinuria (finding)
48188009,Azoospermia (finding)
48257004,Anarthria (finding)
48262003,Diphyllobothrium (organism)
4830009,Hyperpigmentation (morphologic abnormality)
48319001,Cholesterolosis (morphologic abnormality)
48340000,Incontinence (finding)
48407005,Le Fort's fracture (disorder)
48422000,Open wound with complication (disorder)
48434008,Atheroma (morphologic abnormality)
48440001,Arthritis due to gout (disorder)
48447003,Chronic heart failure (disorder)
48450000,Radiography of head (procedure)
48500005,Delusional disorder (disorder)
4851007,Chronic endocarditis (disorder)
48522003,Spinal cord disorder (disorder)
4854004,Acquired hemolytic anemia (disorder)
4855003,Retinopathy due to diabetes mellitus (disorder)
48566001,Bone structure of extremity (body structure)
486006,Acute vascular insufficiency (disorder)
48627002,"Protein C, assay (procedure)"
48631008,Pyonephrosis (disorder)
48638002,Nephrocalcinosis (disorder)
48659009,Destruction of lesion of uterus (procedure)
48661000,Peritonitis (disorder)
48677004,Healing scar (morphologic abnormality)
48723006,Male hypogonadism (disorder)
48724000,Mitral valve regurgitation (disorder)
48780006,Cranial neuritis (disorder)
4879001,Seropositive (qualifier value)
48813009,Lymphocytopenia (disorder)
489004,Ferritin measurement (procedure)
48908006,Renin measurement (procedure)
48915003,Chitinase (substance)
4896000,Acute toxic hepatitis (disorder)
48966008,Skeletal X-ray of shoulder and upper limb (procedure)
48971001,Tinea manus (disorder)
4900002,Endocrine disorder related to puberty (disorder)
490008,Upper respiratory tract hypersensitivity reaction (disorder)
49008000,Malrotation of kidney (disorder)
49011004,Internal injury of abdominal organ (disorder)
49049000,Parkinson's disease (disorder)
49062001,Device (physical object)
49076000,Knee joint structure (body structure)
49083007,Administration of vaccine product containing virus antigen (procedure)
49120005,Retroperitoneal fibrosis (disorder)
49128003,Multiple fractures of skull (disorder)
49130001,Disorder of external ear (disorder)
49151003,Clotting factor II assay (procedure)
49158009,Emphysema (morphologic abnormality)
49209004,Subtotal gastrectomy (procedure)
49218002,Hip pain (finding)
49220004,Hypertensive renal failure (disorder)
49230008,Endoscopy of esophagus (procedure)
49247009,Protein deposition (morphologic abnormality)
49260003,Idioventricular rhythm (disorder)
49266009,Hydrocelectomy (procedure)
49298003,Abscess of trunk (disorder)
49345004,Radiography of hand (procedure)
49386006,Orofacial dyskinesia (disorder)
49422009,Cortical hemorrhage (disorder)
49436004,Atrial fibrillation (disorder)
49466006,Adrenocorticotropic hormone measurement (procedure)
49472006,Megaloblastic anemia due to vitamin B>12< deficiency (disorder)
49483002,Disorder of mediastinum (disorder)
4949009,Motor skill disorder (disorder)
49540005,Non dependent drug abuse (disorder)
49584005,Acute cor pulmonale (disorder)
49596003,Digestive organ structure (body structure)
49601007,Disorder of cardiovascular system (disorder)
49605003,Ophthalmoplegic migraine (disorder)
4963003,Neutral amino acid (substance)
49631001,Acute mesenteric adenitis (disorder)
49636006,Lochia (substance)
49650001,Dysuria (finding)
49682003,Gram positive coccobacillus (organism)
4970003,Venography (procedure)
49701002,Disorder of scrotum (disorder)
49710005,Sinus bradycardia (disorder)
4973001,Left bundle branch hemiblock (disorder)
4974007,Operation on liver (procedure)
49746001,Engorgement of breasts (finding)
49755003,Morphologically abnormal structure (morphologic abnormality)
49756002,Perinatal pneumothorax (disorder)
49762007,Hereditary factor XI deficiency disease (disorder)
49790006,Blood group typing A (procedure)
49793008,Hereditary motor neuron disease (disorder)
49795001,Total pneumonectomy (procedure)
4981000,Panacinar emphysema (disorder)
49823009,Internuclear ophthalmoplegia (disorder)
4984008,Microcytic normochromic anemia (disorder)
4985009,Disorder of urethra (disorder)
49882001,Viral exanthem (disorder)
49891002,Closed traumatic dislocation of coccyx (disorder)
49928004,Structure of anterior portion of neck (body structure)
4996001,Hypophosphatemia (disorder)
49979005,Diastasis of bone (morphologic abnormality)
4998000,Acute obstructive appendicitis (disorder)
50025001,Diagnostic radiography with oral contrast (procedure)
50026000,Organic anxiety disorder caused by psychoactive substance (disorder)
50043002,Disorder of respiratory system (disorder)
50063009,Femoral hernia (disorder)
50082000,Open reduction of fracture of tibia with internal fixation (procedure)
50091001,Petechia (morphologic abnormality)
50095005,Hemoglobin S (substance)
50121007,"Eye glasses, device (physical object)"
50122000,Metabolic encephalopathy (disorder)
50127006,Tibialis tendinitis (disorder)
50170006,Disease caused by Betaherpesvirinae (disorder)
50172003,Lumbar spinal fusion (procedure)
50215002,Laryngeal diphtheria (disorder)
50219008,Hoarse (finding)
50223000,Allogeneic transplantation (procedure)
50239007,Wandering (finding)
5025004,"Semen analysis, presence and motility of sperm (procedure)"
50255000,Genus Francisella (organism)
50257008,Perforation of colon (disorder)
50279003,Metabolic bone disease (disorder)
5028002,Acute pansinusitis (disorder)
50299009,Paraphilia (disorder)
50325005,Alcoholic fatty liver (disorder)
50373000,Body height measure (observable entity)
50384007,Mumps virus (organism)
50399007,Closed dislocation (morphologic abnormality)
50410009,Disorder of upper digestive tract (disorder)
50417007,Lower respiratory tract infection (disorder)
50429003,Congenital stenosis of aqueduct of Sylvius (disorder)
50438001,Peripheral vertigo (disorder)
50450007,Cholelithiasis AND cholecystitis with obstruction (disorder)
50465008,Hernia repair (procedure)
50473004,Female genital fluid (substance)
50490005,Hypertensive encephalopathy (disorder)
50513008,Congenital atresia of bronchus (disorder)
50531009,Open fracture of lower limb (disorder)
5056007,Mycoplasma genitalium (organism)
50565005,Ileal ulcer (disorder)
50570003,Aneurysm of coronary vessels (disorder)
50653002,Melanin pigmentation (morphologic abnormality)
50655009,Fracture of coracoid process of scapula (disorder)
50687007,Digestive tract consultation and report (procedure)
50699000,"Hospital admission, short-term (procedure)"
50705009,Factitious disorder (disorder)
50711007,Viral hepatitis type C (disorder)
50744001,Smooth muscle antibody measurement (procedure)
50762005,Interleukin-1 (substance)
50792001,Corneal erosion (disorder)
50805004,Atrophy of tongue (disorder)
5084002,Primary female infertility (disorder)
50846009,Acute gangrenous appendicitis (disorder)
50866000,Childhood absence epilepsy (disorder)
5089007,Disorder of vulva (disorder)
50920009,Myocarditis (disorder)
50927007,Cartilage disorder (disorder)
50960005,Hemorrhage (morphologic abnormality)
51002006,Diabetes mellitus associated with pancreatic disease (disorder)
51022005,Erythropoietic protoporphyria (disorder)
51036000,Acute appendicitis with peritoneal abscess (disorder)
51048002,"Polymorphous light eruption, diffuse erythematous type (disorder)"
51071000,Microangiopathic hemolytic anemia (disorder)
51083003,Structure showing abnormal deposition of pigment (morphologic abnormality)
51089004,Birthmark (disorder)
51105006,Nongonococcal urethritis caused by Ureaplasma urealyticum (disorder)
51116004,Passive immunization (procedure)
51118003,Congenital atresia of duodenum (disorder)
5113004,T4 free measurement (procedure)
51169003,Pneumococcal meningitis (disorder)
51185008,Thoracic structure (body structure)
51209006,Viral tonsillitis (disorder)
51244008,Disorder of spleen (disorder)
51254007,Paratyphoid C fever (disorder)
51292008,Hepatorenal syndrome (disorder)
51294009,"Metabolic acidosis, increased anion gap, accumulation of organic acids (disorder)"
51299004,Bone structure of clavicle (body structure)
51302004,Turbinectomy (procedure)
51335009,Removal of supernumerary toe (procedure)
51346007,Ileectomy (procedure)
5137004,Recurrent dislocation of joint (disorder)
51387008,Acidosis (disorder)
51450001,Reduction of fracture of radius with internal fixation (procedure)
51476001,Nasopharyngitis (disorder)
51490003,Disease caused by Rubivirus (disorder)
51499002,Disorder of tonsil AND/OR adenoid (disorder)
5151004,Manual reduction of rectal hemorrhoids (procedure)
51526001,Francisella tularensis (organism)
51530003,Pneumonia caused by Escherichia coli (disorder)
51531004,Arthrectomy of knee (procedure)
51551000,Bleeding hemorrhoids (disorder)
51575000,Abnormal food appetite (finding)
5158005,Gilles de la Tourette's syndrome (disorder)
51593004,Haemophilus parainfluenzae (organism)
51597003,Manual palpation of vagina (procedure)
51599000,Edema of larynx (disorder)
51611005,Chronic urticaria (disorder)
51619007,Magnetic resonance imaging with contrast (procedure)
51636004,Structure of left ankle (body structure)
51642000,Adenocarcinoma in situ (morphologic abnormality)
51646002,Streptococcal arthritis (disorder)
51655004,Congenital anomaly of skull (disorder)
51694003,Foreign body in stomach (disorder)
517007,Foreign body in hypopharynx (disorder)
51714009,Genus Arcanobacterium (organism)
51729006,Excision of tissue or organ for grafting from donor site (procedure)
51794008,Congenital anomaly of ureter (disorder)
51796005,Intramedullary nailing of tibia (procedure)
51860002,Diagnostic procedure on musculoskeletal system (procedure)
51868009,Ulcer of duodenum (disorder)
51872008,Right thorax structure (body structure)
51921000,Retrograde amnesia (finding)
51928006,General paresis - neurosyphilis (disorder)
51936002,Deposition of foreign material (morphologic abnormality)
51976007,Genus Rhodotorula (organism)
52008007,Organic writer's cramp (disorder)
5201002,Ulcerated hemorrhoids (disorder)
52011008,Injury of finger (disorder)
52072009,Heat stroke (disorder)
52073004,Oligomenorrhea (finding)
52082005,Structure of ligament (body structure)
52089001,Arteritis (disorder)
52092002,Operative procedure on ankle (procedure)
52124006,"Central venous catheter, device (physical object)"
5214001,Genus Curvularia (organism)
5217008,Stiff-man syndrome (disorder)
52182008,Disorder of duodenum (disorder)
52184009,Parent-child problem (finding)
52212006,Hereditary nonspherocytic hemolytic anemia due to glutathione reductase deficiency (disorder)
52221007,Radiography of foot (procedure)
52231000,Chronic ulcerative proctitis (disorder)
52232007,Chronic duodenal ileus (disorder)
52300009,Polychromatophilic stain reaction (morphologic abnormality)
52311001,Homocystinemia (disorder)
52324001,Mediastinal lymphadenopathy (disorder)
52330001,Meningoencephalocele (disorder)
52333004,Mushroom workers' lung (disorder)
52381006,Operation on epididymis (procedure)
52403007,Thromboangiitis obliterans (disorder)
52404001,Mastoiditis (disorder)
52405000,Burn of trunk (disorder)
52421005,Incipient cataract (disorder)
52441000,Atrophic vaginitis (disorder)
52447001,Surgically eviscerated structure (morphologic abnormality)
52448006,Dementia (disorder)
52457000,Ileitis (disorder)
5247005,Bordetella pertussis (organism)
52478002,Subdiaphragmatic abscess (disorder)
52486002,Necrotizing fasciitis (disorder)
52501007,Leukocyte (cell)
52506002,Chronic ulcerative rectosigmoiditis (disorder)
52515009,Hernia of abdominal cavity (disorder)
52518006,Amino acid (substance)
52522001,Degenerative brain disorder (disorder)
52530000,Body region structure (body structure)
52548009,Clonic facial spasm (finding)
52559000,Motor dysfunction (finding)
52565000,Non megaloblastic anemia associated with nutritional deficiency (disorder)
52570007,Hepatitis panel measurement (procedure)
52600004,Osmolality disturbance (disorder)
52603002,Closed fracture of lower limb (disorder)
5262007,Spinal muscular atrophy (disorder)
52637005,Test tube ovum fertilization (procedure)
52653008,Respiratory sounds (observable entity)
52674009,Ischemia (disorder)
52675005,Vitamin K deficiency (disorder)
52685006,Administration of analgesic (procedure)
52776004,Musculoskeletal instability (finding)
52784000,Fracture of acromial end of clavicle (disorder)
52817008,Rupture of synovium (disorder)
5282006,Operation on oropharynx (procedure)
52824009,Developmental reading disorder (disorder)
52859009,Rathke's pouch cyst (disorder)
52864008,Genus Micrococcus (organism)
52897009,Onychogryposis (disorder)
52899007,Partial thickness burn of lower limb (disorder)
52904006,Congenital anomaly of vagina (disorder)
5291005,Hypocalcemia (disorder)
52914002,Anal candidiasis (disorder)
52931009,Thrombosed internal hemorrhoids (disorder)
5294002,Developmental disorder (disorder)
52951008,Congenital dyserythropoietic anemia (disorder)
52954000,Schizoid personality disorder (disorder)
52967002,Myelofibrosis (disorder)
53041004,Alcohol (substance)
53050002,Organic mental disorder caused by hallucinogen (disorder)
53057004,Hand pain (finding)
53059001,Replacement of mitral valve (procedure)
53080007,Partial thickness burn of upper limb (disorder)
53084003,Bacterial pneumonia (disorder)
53088000,Autogenous transplantation (procedure)
5309003,Subcutaneous hematoma (disorder)
53096005,Paraphasia (finding)
53099003,Air cyst (morphologic abnormality)
53120007,Upper limb structure (body structure)
53130003,Venous blood (substance)
5313005,Derangement of posterior horn of medial meniscus (disorder)
53165003,Megaloblastic anemia (disorder)
53181008,Scratch marks (finding)
53248001,Catheterization of ureter (procedure)
53266006,Operation on diaphragm (procedure)
53272006,Endolimax nana (organism)
53277000,Vulvovaginitis (disorder)
53286005,Medial epicondylitis of elbow joint (disorder)
53295002,Chronic otitis externa (disorder)
53304009,Parathyroidectomy (procedure)
53312001,Vasculitis of the skin (disorder)
53316003,Otomycosis (disorder)
53318002,Spina bifida with hydrocephalus (disorder)
53326005,Candida albicans (organism)
53328006,Repair of urethra (procedure)
53333005,Akinetic mutism (disorder)
53342003,Internal nose structure (body structure)
53350007,"Prosthesis, device (physical object)"
53372009,Noninfectious sigmoiditis (disorder)
53398003,Staphylococcus toxin (substance)
53417006,Articular cartilage disorder (disorder)
53430007,Pain of breast (finding)
53439008,Abnormal hormone secretion (finding)
53442002,Excision of stomach structure (procedure)
53467004,Anxiety disorder of childhood (disorder)
53489000,Tension (finding)
53505006,Anal structure (body structure)
53533006,Partial lobectomy of thyroid (procedure)
53583001,Schistosoma (organism)
53597009,Phototoxic dermatitis (disorder)
53602002,Hypotrichosis (disorder)
5361003,Embryonal nuclear cataract (disorder)
53619000,Disorder of digestive system (disorder)
53648006,Disease caused by Enterovirus (disorder)
53651004,Pustular folliculitis (disorder)
5368009,Drug-induced diabetes mellitus (disorder)
5370000,Atrial flutter (disorder)
53726008,Acute conjunctivitis (disorder)
53772007,Vitreous detachment (disorder)
53773002,Mucocele of appendix (disorder)
53798001,Hypervitaminosis (disorder)
53807006,"History and physical examination, diagnostic (procedure)"
53808001,Acquired night blindness (disorder)
53827007,Excessive salivation (disorder)
5388008,Congenital lactase deficiency (disorder)
53884002,Metatarsal bone structure (body structure)
53889007,Nuclear cataract (disorder)
53891004,Lichen simplex chronicus (disorder)
53932007,Gram-negative coccobacillus (organism)
53933002,Injury of facial nerve (disorder)
53950000,Respiratory therapy (procedure)
53958007,Harvesting of donor material (procedure)
53968002,Olfactory neurogenic tumor (morphologic abnormality)
5397007,Congenital anomaly of renal pelvis (disorder)
54012000,Posttraumatic headache (finding)
54084005,Cervical tuberculous lymphadenitis (disorder)
5413009,Abnormal male sexual function (finding)
54150009,Upper respiratory infection (disorder)
5415002,Destruction of lesion of liver (procedure)
54200006,Tonic-clonic seizure (finding)
54288002,Traumatic subcutaneous emphysema (disorder)
54296007,Partial thickness burn of hand (disorder)
54304004,Progressive bulbar palsy (disorder)
54329005,Acute myocardial infarction of anterior wall (disorder)
54357003,Partial excision of small intestine (procedure)
54398005,Acute upper respiratory infection (disorder)
54404000,Cervical radiculopathy (disorder)
5441008,Tinea capitis (disorder)
54441004,Fracture of shaft of femur (disorder)
5447007,Transfusion (procedure)
54473005,Genus Micropolyspora (organism)
545001,Operative procedure on lower leg (procedure)
54535009,Cone biopsy of cervix (procedure)
54539003,Endocrine alopecia (disorder)
54550000,Electroencephalogram (procedure)
54552008,Disorder of accommodation (disorder)
54556006,Fracture of ulna (disorder)
54569005,Bernard Soulier syndrome (disorder)
54586004,Lower abdominal pain (finding)
54597004,Chronic colitis (disorder)
54609002,Ulcer of rectum (disorder)
54640009,Aortography (procedure)
5468008,Fracture of multiple sites of bone (morphologic abnormality)
54682008,Congenital hypoplasia of pulmonary artery (disorder)
54706004,Mean corpuscular hemoglobin determination (procedure)
54781007,"Hyperkalemia, diminished renal excretion (disorder)"
54822007,Jejunal ulcer (disorder)
54823002,Subclinical hypothyroidism (disorder)
54840006,Failure to thrive (disorder)
54873004,Congenital anomaly of orbit proper (disorder)
54885007,Extraction of cataract (procedure)
54888009,Sprain of knee (disorder)
54905006,Disorder of carbohydrate transport (disorder)
54921001,Rheumatoid factor measurement (procedure)
54942004,Sprain of sternum (disorder)
54959009,Perinatal atelectasis (disorder)
55004003,Syndrome of inappropriate vasopressin secretion (disorder)
55014007,Family Orthomyxoviridae (organism)
55017000,Heat edema (disorder)
55021007,Follicular adenoma (morphologic abnormality)
55023005,Amebic nondysenteric colitis (disorder)
55033002,Muscle contracture (disorder)
5505005,Acute bronchiolitis (disorder)
55052008,Diagnostic ultrasound of gravid uterus (procedure)
55056006,Hepatic porphyria (disorder)
55071005,Biopsy of intestine (procedure)
5510009,Organic delusional disorder (disorder)
55130001,Laryngotracheitis (disorder)
55150002,Follicular lymphoma (morphologic abnormality)
55162003,Tooth extraction (procedure)
55168004,Ulcerated external hemorrhoids (disorder)
55178001,Starvation ketoacidosis (disorder)
55184003,Infectious inflammation of intestine (disorder)
55193002,Congenital anomaly of small intestine (disorder)
55210009,Review of (contextual qualifier) (qualifier value)
55256001,Infestation caused by Diptera (disorder)
55284006,Chemical method (procedure)
55323000,Thrombin time (procedure)
55331005,Newborn regurgitation of food (finding)
55341008,Histrionic personality disorder (disorder)
55350005,Hungry (finding)
55399009,Abscess of digit (disorder)
55406008,Hyperalgesia (finding)
55446002,Genetic mutation (finding)
55464009,Systemic lupus erythematosus (disorder)
55473001,Full thickness burn of lower limb (disorder)
55475008,Lown-Ganong-Levine syndrome (disorder)
55501000,Computed tomography of kidney (procedure)
55519009,Postinflammatory hyperpigmentation (morphologic abnormality)
5552004,Disorder of ovary (disorder)
55525008,Paralytic ileus (disorder)
55536001,Congenital malposition of kidney (disorder)
55551005,Chronic salpingitis (disorder)
55563000,Reduction of closed intercondylar spine fractures of knee (procedure)
55603005,Structure of adipose tissue (body structure)
55605003,Measurement of platelet antibody (procedure)
55631001,Congenital anomaly of testis (disorder)
55640002,Dyscalculia (finding)
55664001,Obliterative otosclerosis involving oval window (disorder)
55668003,Adjustment disorder with mixed emotional features (disorder)
55704005,"Abscess of breast, associated with childbirth (disorder)"
55712002,Facial nerve injury as birth trauma (disorder)
55735004,Respiratory syncytial virus infection (disorder)
55760004,Infection caused by Group C Shigella (disorder)
55771003,Incision of fallopian tube (procedure)
5579000,Acute hyperkalemia (disorder)
55816008,Amino alcohol (substance)
55822004,Hyperlipidemia (disorder)
55827005,Left ventricular hypertrophy (disorder)
55833001,Disorder of bursa of shoulder region (disorder)
55860008,Stenosis of stomach (disorder)
55919000,Including (qualifier value)
55929007,Feeling irritable (finding)
55930002,Electrocardiographic ST segment changes (finding)
55956009,Disturbance in content of thought (finding)
55989009,Acquired stenosis of external ear canal (disorder)
55995005,Hereditary spherocytosis (disorder)
55996006,Disorder of mastoid (disorder)
55999004,Encephalocele (disorder)
5601008,Klippel-Feil sequence (disorder)
56013008,Congenital duplication of biliary duct (disorder)
56018004,Wheezing (finding)
5602001,Opioid abuse (disorder)
56036004,Osteotomy of mandible (procedure)
56051008,Ketoacidosis (disorder)
5609005,Sinus arrest (disorder)
56097005,Migraine without aura (disorder)
56098000,Social problem not due to a mental disorder (finding)
56108007,Congenital pelvic kidney (disorder)
5615005,Genus Eubacterium (organism)
56170001,Photopsia (disorder)
56231002,Purpura annularis telangiectodes of Majocchi (disorder)
56246009,Hypertrophy (morphologic abnormality)
56253000,Parapsoriasis en plaques (disorder)
56294008,Nicotine dependence (disorder)
5631002,Abnormal gastric motility (finding)
56335008,Infection caused by Trichomonas (disorder)
56342008,Temperature taking (procedure)
56361007,Excision of soft tissue (procedure)
56391002,Necrobiosis lipoidica diabeticorum (disorder)
56398008,Arthrotomy with removal of prosthesis (procedure)
56454009,Pityriasis versicolor (disorder)
56472003,Injury of pleura (disorder)
56478004,Leukemoid reaction (disorder)
5651003,Arylsulfatase A measurement (procedure)
56517003,Splenic hemorrhage (disorder)
5655007,Inherited disorder of bilirubin metabolism (disorder)
56573006,Transient tic disorder (disorder)
56580008,Septal panniculitis (disorder)
5662003,Contusion of hand (disorder)
56633006,Human leukocyte antigen A serotyping (procedure)
56675007,Acute heart failure (disorder)
56681004,Cerebral alteration (finding)
56713002,Dysfunction of eustachian tube (disorder)
56717001,Tuberculosis (disorder)
56731001,Increased muscle tone (finding)
56757003,Scraping (procedure)
56783008,Incision AND drainage (procedure)
56786000,Pulmonic valve stenosis (disorder)
568005,Tic disorder (disorder)
56805008,Endemic goiter (disorder)
56841008,Massive fibrosis of lung (disorder)
56851009,Maximal (qualifier value)
56868008,Measuring output (procedure)
56882008,Anorexia nervosa (disorder)
56890008,Victim of sexual aggression (finding)
56923001,Ankylosis of joint of hand (disorder)
56925008,Abnormal sexual function (finding)
56977002,Idiopathic edema (disorder)
56989000,Eaton-Lambert syndrome (disorder)
57028002,Multiple wounds (morphologic abnormality)
57029005,Traumatic complication of injury (disorder)
57032008,Genus Pseudomonas (organism)
57036006,Fetal gestational age (observable entity)
57044006,Cyst of Bartholin's gland duct (disorder)
57054005,Acute myocardial infarction (disorder)
57089007,Respiratory syncytial virus bronchiolitis (disorder)
57104001,Finding related to response to skin test (finding)
57105000,Simple acroparesthesia (finding)
57113004,Pulmonary ventilation study (procedure)
57134006,"Instrument, device (physical object)"
57143002,Burn of shoulder (disorder)
57148006,Congenital anomaly of brain (disorder)
57152006,Repair of hallux valgus (procedure)
57182000,Nerve injury (disorder)
57184004,T lymphocyte (cell)
57190000,Myopia (disorder)
57194009,Adjustment disorder with depressed mood (disorder)
57203004,Disorder of pulp of tooth (disorder)
57243009,Urinary fistula (disorder)
5731009,"Hemosiderin, quantitative measurement (procedure)"
57332004,Partial thickness burn of shoulder (disorder)
57367004,Division of soft tissue (procedure)
57378007,Measurement of protein in urine (procedure)
57399005,Plasminogen assay (procedure)
57412004,Acute viral hepatitis (disorder)
57419008,Gastroenteritis presumed infectious (disorder)
57431005,Poisoning caused by reptile venom (disorder)
57436000,Congenital absence of external ear (disorder)
57497006,Congenital anomaly of spleen (disorder)
57522007,Genus Bacteroides (organism)
57523002,Division of vein with ligation (procedure)
57534004,Retinal vascular disorder (disorder)
57540006,Intestinal nematode infection (disorder)
57604000,Secretory liver function (observable entity)
57607007,Occupational asthma (disorder)
57639000,Resection of lesion of bladder (procedure)
57653000,Multiple organ failure (disorder)
57662003,Injury of blood vessel (disorder)
57676002,Joint pain (finding)
57697001,Growth alteration (morphologic abnormality)
57713008,Inflammation of vocal cord (disorder)
57725006,Balantidiasis (disorder)
57731009,Epididymo-orchitis without abscess (disorder)
57750009,Open wound without complication (disorder)
57773001,Rectal prolapse (disorder)
57781000,Disorder of vocal cord (disorder)
57809008,Myocardial disease (disorder)
5781000,Operation on nasal septum (procedure)
57834008,Pulmonary artery thrombosis (disorder)
57878004,Internal fixation of patella (procedure)
57920007,Herpetic gingivostomatitis (disorder)
58000006,Patient discharge (procedure)
58126003,Postoperative wound infection (disorder)
58160005,Immunoglobulin deposit (morphologic abnormality)
58170007,Viral meningitis (disorder)
58189007,Injury of anterior neck (disorder)
58194007,Chronic seromucinous otitis media (disorder)
58196009,Abscess of ankle (disorder)
5821007,"Ligation, division and complete stripping of long and short saphenous veins (procedure)"
58214004,Schizophrenia (disorder)
58221004,Contusion of multiple sites of upper limb (disorder)
58231006,Incision of vein of lower limb (procedure)
58234003,Genus Arenavirus (organism)
58250006,Scalding pain on urination (finding)
58265007,Giardiasis (disorder)
58271001,Gingival odontogenic cyst (disorder)
58381000,Hypersplenism (disorder)
58392004,Congenital syphilitic osteochondritis (disorder)
58396001,"Calculus analysis, qualitative (procedure)"
58424009,Overeating (finding)
58437007,Tuberculosis of meninges (disorder)
58456002,Operation on parotid gland (procedure)
58494002,Arthrodesis of elbow (procedure)
58532003,Unwanted pregnancy (finding)
58533008,Artificial insemination (procedure)
58535001,Physical AND emotional exhaustion state (disorder)
58543006,Plasminogen activator inhibitor assay (procedure)
58557008,Spina bifida aperta (disorder)
58574008,Acute nephropathy (disorder)
58606001,Primary immune deficiency disorder (disorder)
58610003,Leber's optic atrophy (disorder)
58675001,Upper respiratory tract structure (body structure)
58683007,Genus Enterobacter (organism)
58703003,Postpartum depression (disorder)
58713006,Magnetic resonance imaging of musculoskeletal structures (procedure)
58718002,Rheumatic fever (disorder)
58720004,Mycoplasma pneumoniae (organism)
58729003,Disorder of capillaries (disorder)
58746000,Arthrogram of temporomandibular joint (procedure)
5875001,Acute bronchitis with obstruction (disorder)
58756001,Huntington's chorea (disorder)
5876000,Acquired pancytopenia (disorder)
58800005,Genus Streptococcus (organism)
58815006,Enteromonas (organism)
58825001,Closed reduction of dislocation (procedure)
58849003,Aspiration of food (finding)
58868000,Argentinian hemorrhagic fever (disorder)
5888003,Keratitis (disorder)
58968004,Partial excision of salivary gland (procedure)
58997001,Chronic appendicitis (disorder)
59026006,Blepharospasm (disorder)
59047005,Aortointestinal fistula (disorder)
59051007,Cysticercosis (disorder)
59083001,Genus Neisseria (organism)
59091005,Open wound (morphologic abnormality)
59106005,Anemia due to decreased red cell production (disorder)
59118001,Right bundle branch block (disorder)
5913000,Fracture of neck of femur (disorder)
59154002,Subacute pancreatitis (disorder)
